"id","platform","company_id","company_code","company_name","symbol"
"982f96b5-9d85-11ee-8ba2-c75ffde41a09","gs","cddf22f5-9d83-11ee-8ba2-c75ffde41a09","25b4ccfe-6446-11d6-8e5f-e2335b4908c2","Anta Sports Products",
"982f96b6-9d85-11ee-8ba2-c75ffde41a09","gs","cddf22f6-9d83-11ee-8ba2-c75ffde41a09","a11f63ae-d481-11d5-8f83-f03a82eb7e91","J.P. Morgan Chase & Co.",
"982f96b7-9d85-11ee-8ba2-c75ffde41a09","gs","cddf22f7-9d83-11ee-8ba2-c75ffde41a09","7235c872-62ba-11d6-9edf-9263cb892872","Futu Holdings",
"982f96b8-9d85-11ee-8ba2-c75ffde41a09","gs","cddf22f8-9d83-11ee-8ba2-c75ffde41a09","3ff73b04-063e-4fb0-99ae-115206e4af4f","Airbnb Inc.",
"982f96b9-9d85-11ee-8ba2-c75ffde41a09","gs","cddf22f9-9d83-11ee-8ba2-c75ffde41a09","3a1e248a-6502-11d6-9cb8-85b3d0857dbc","Li Ning Co.",
"982f96ba-9d85-11ee-8ba2-c75ffde41a09","gs","cddf22fa-9d83-11ee-8ba2-c75ffde41a09","1dcdb7a4-62ec-11d6-9557-81304848e6bb","Bilibili Inc.",
"982f96bb-9d85-11ee-8ba2-c75ffde41a09","gs","cddf22fb-9d83-11ee-8ba2-c75ffde41a09","072f4e52-648d-11d6-999e-f46fa78bd5e9","Baidu.com Inc.",
"982f96bc-9d85-11ee-8ba2-c75ffde41a09","gs","cddf22fc-9d83-11ee-8ba2-c75ffde41a09","c8248362-d481-11d5-8f83-f03a82eb7e91","Advanced Micro Devices Inc.",
"982f96bd-9d85-11ee-8ba2-c75ffde41a09","gs","cddf22fd-9d83-11ee-8ba2-c75ffde41a09","28d51d3a-650e-11d6-86db-a2d7024d55a8","Zijin Mining",
"982f96be-9d85-11ee-8ba2-c75ffde41a09","gs","cddf22fe-9d83-11ee-8ba2-c75ffde41a09","ed36cbc2-62d6-11d6-9591-cab34aa38e8a","PDD Holdings",
"982f96bf-9d85-11ee-8ba2-c75ffde41a09","gs","cddf22ff-9d83-11ee-8ba2-c75ffde41a09","dae0328a-641e-11d6-8070-8cb27c98589b","Oracle Corp.",
"982f96c0-9d85-11ee-8ba2-c75ffde41a09","gs","cddf2300-9d83-11ee-8ba2-c75ffde41a09","76e5d0d4-f333-11d5-9c53-cefb9d98b147","Boeing Co.",
"982f96c1-9d85-11ee-8ba2-c75ffde41a09","gs","cddf2301-9d83-11ee-8ba2-c75ffde41a09","b392938a-d481-11d5-8f83-f03a82eb7e91","Amazon.com Inc.",
"982f96c2-9d85-11ee-8ba2-c75ffde41a09","gs","cddf2302-9d83-11ee-8ba2-c75ffde41a09","82bf9c3e-de00-11d5-9be0-f05e055bbe70","PetroChina",
"982f96c3-9d85-11ee-8ba2-c75ffde41a09","gs","cddf2303-9d83-11ee-8ba2-c75ffde41a09","c9f06b34-d481-11d5-8f83-f03a82eb7e91","Microsoft Corp.",
"982f96c4-9d85-11ee-8ba2-c75ffde41a09","gs","cddf2304-9d83-11ee-8ba2-c75ffde41a09","6b33451e-63cc-11d6-9061-f1a0382c21cc","China Hongqiao Group",
"982f96c5-9d85-11ee-8ba2-c75ffde41a09","gs","cddf2305-9d83-11ee-8ba2-c75ffde41a09","bdec9c04-d481-11d5-8f83-f03a82eb7e91","Marriott International",
"982f96c6-9d85-11ee-8ba2-c75ffde41a09","gs","cddf2306-9d83-11ee-8ba2-c75ffde41a09","92fb4d7e-6310-11d6-9edf-d2a30b89a8b2","Sea Ltd.",
"982f96c7-9d85-11ee-8ba2-c75ffde41a09","gs","cddf2307-9d83-11ee-8ba2-c75ffde41a09","90fa04aa-6556-11d6-898e-c47fd79b6569","CapitaLand Integrated Commercial",
"982f96c8-9d85-11ee-8ba2-c75ffde41a09","gs","cddf2308-9d83-11ee-8ba2-c75ffde41a09","c725f398-62d3-11d6-9edf-d2a30b89a8b2","Meituan",
